story,token,surprisal,label
The fox story.txt,Ġgrapes,15.839191611642287,low_surprisal
The fox story.txt,Ġand,1.858251753472526,low_surprisal
The fox story.txt,Ġsighed,7.286516884648566,low_surprisal
The fox story.txt,.,0.8816225267506493,low_surprisal
The fox story.txt,ĠHe,3.683462129777138,low_surprisal
The fox story.txt,Ġstood,7.8481915696515685,low_surprisal
The fox story.txt,Ġup,0.8354608346817132,low_surprisal
The fox story.txt,Ġand,1.1376444274172481,low_surprisal
The fox story.txt,Ġshook,8.104949353404047,low_surprisal
The fox story.txt,Ġhis,0.48651117242632796,low_surprisal
The fox story.txt,Ġhead,0.02975417613763218,low_surprisal
The fox story.txt,.,0.5873576694386131,low_surprisal
The fox story.txt,ĠâĢ,15.748556452621095,low_surprisal
The fox story.txt,ľ,8.960224987295405,low_surprisal
The fox story.txt,Those,11.313822983406407,low_surprisal
The fox story.txt,Ġgrapes,2.5904333528069508,low_surprisal
The fox story.txt,Ġare,2.233552375337616,low_surprisal
The fox story.txt,Ġprobably,7.724163364823423,low_surprisal
The fox story.txt,Ġsour,9.540371896747198,low_surprisal
The fox story.txt,Ġanyway,11.424090230655906,low_surprisal
The fox story.txt,",",2.007281861637407,low_surprisal
The fox story.txt,âĢ,8.559629475223883,low_surprisal
The fox story.txt,Ŀ,10.95158729709705,low_surprisal
The fox story.txt,Ġhe,2.909611646834898,low_surprisal
The fox story.txt,Ġsaid,2.243217398660717,low_surprisal
The fox story.txt,.,1.36665428848144,low_surprisal
The fox story.txt,ĠâĢ,2.6952770075797687,low_surprisal
The fox story.txt,ľ,0.6823261429037426,low_surprisal
The fox story.txt,They,3.5246501297336663,low_surprisal
The fox story.txt,Ġaren,6.7314093150004926,low_surprisal
The fox story.txt,âĢ,12.127903252822883,low_surprisal
The fox story.txt,Ļ,14.441811588759426,low_surprisal
The fox story.txt,t,7.520684751790979,low_surprisal
The fox story.txt,Ġworth,7.441970799734781,low_surprisal
The fox story.txt,Ġmy,7.3541402970876675,low_surprisal
The fox story.txt,Ġtime,1.090937820936446,low_surprisal
The fox story.txt,.,1.5517825954786597,low_surprisal
The fox story.txt,âĢ,3.260857956874404,low_surprisal
The fox story.txt,Ŀ,1.8248222093915623,low_surprisal
The fox story.txt,ĠHe,2.669063022487763,low_surprisal
The fox story.txt,Ġturned,4.035087372046673,low_surprisal
The fox story.txt,Ġaround,2.628611249059329,low_surprisal
The fox story.txt,Ġand,0.84307319960534,low_surprisal
The fox story.txt,Ġwalked,2.533269545343863,low_surprisal
The fox story.txt,Ġaway,3.3828454417521505,low_surprisal
The fox story.txt,",",2.8384934892136533,low_surprisal
The fox story.txt,Ġleaving,2.057149420982164,low_surprisal
The fox story.txt,Ġthe,1.2683536482616118,low_surprisal
The fox story.txt,Ġgrapes,5.365713056034578,low_surprisal
The fox story.txt,Ġon,4.075872713409981,low_surprisal
The fox story.txt,Ġthe,0.23174781782950638,low_surprisal
The fox story.txt,Ġvine,8.21364411482103,low_surprisal
The fox story.txt,.,0.9039588859436031,low_surprisal
The fox story.txt,ĠThough,10.671401215653662,low_surprisal
The fox story.txt,Ġtired,13.88586450054349,low_surprisal
The fox story.txt,Ġand,3.1875744180499774,low_surprisal
The fox story.txt,Ġhungry,4.168708028187151,low_surprisal
The fox story.txt,",",0.29585202567953084,low_surprisal
The fox story.txt,Ġhe,1.1929092674821342,low_surprisal
The fox story.txt,Ġheld,8.245512266378551,low_surprisal
The fox story.txt,Ġhis,3.032535809644106,low_surprisal
The fox story.txt,Ġhead,4.08986867449874,low_surprisal
The fox story.txt,Ġhigh,3.3130925958688113,low_surprisal
The fox story.txt,Ġas,3.264645406546977,low_surprisal
The fox story.txt,Ġhe,0.2839228411801885,low_surprisal
The fox story.txt,Ġwalked,3.5843866457656066,low_surprisal
The fox story.txt,Ġback,3.098413364460003,low_surprisal
The fox story.txt,Ġout,5.283434209935621,low_surprisal
The fox story.txt,Ġthe,2.8691118139147385,low_surprisal
The fox story.txt,Ġvine,9.667782980677027,low_surprisal
The fox story.txt,yard,0.6538183715890321,low_surprisal
The fox story.txt,.,0.5744817311056741,low_surprisal
The fox story.txt,Ġhe,7.283438500963583,high_surprisal
The fox story.txt,Ġtro,13.281510289874372,high_surprisal
The fox story.txt,tted,0.7852963934440391,high_surprisal
The fox story.txt,Ġoff,2.616786025838506,high_surprisal
The fox story.txt,",",1.9039188208004136,high_surprisal
The fox story.txt,Ġhis,5.887685700778456,high_surprisal
The fox story.txt,Ġpride,11.380153813769871,high_surprisal
The fox story.txt,Ġbruised,13.301103129447796,high_surprisal
The fox story.txt,Ġbut,7.453577088751047,high_surprisal
The fox story.txt,Ġnot,2.909590323960196,high_surprisal
The fox story.txt,Ġshattered,5.353830806417251,high_surprisal
The fox story.txt,",",1.6725024513787599,high_surprisal
The fox story.txt,Ġhe,1.1038088792661733,high_surprisal
The fox story.txt,Ġcouldn,7.490758981476583,high_surprisal
The fox story.txt,âĢ,21.52511608102079,high_surprisal
The fox story.txt,Ļ,11.86990584611462,high_surprisal
The fox story.txt,t,3.818370610330544,high_surprisal
The fox story.txt,Ġhelp,2.762903559670046,high_surprisal
The fox story.txt,Ġbut,0.9572758915626906,high_surprisal
The fox story.txt,Ġfeel,2.9925962588921298,high_surprisal
The fox story.txt,Ġa,2.5600712380566577,high_surprisal
The fox story.txt,Ġp,6.837726697589207,high_surprisal
The fox story.txt,ang,0.043047323239539886,high_surprisal
The fox story.txt,Ġof,0.2963834260938726,high_surprisal
The fox story.txt,Ġune,6.61389056601769,high_surprisal
The fox story.txt,ase,0.2465025833063572,high_surprisal
The fox story.txt,.,1.3378224482053913,high_surprisal
The fox story.txt,ĠThe,4.500577545026225,high_surprisal
The fox story.txt,Ġgrapes,18.053578600842172,high_surprisal
The fox story.txt,Ġswayed,12.76289786884481,high_surprisal
The fox story.txt,Ġgently,7.123978870199844,high_surprisal
The fox story.txt,Ġin,2.8972877065300575,high_surprisal
The fox story.txt,Ġthe,1.9623950699038635,high_surprisal
The fox story.txt,Ġbreeze,3.436508805296737,high_surprisal
The fox story.txt,",",1.186512062125829,high_surprisal
The fox story.txt,Ġtheir,5.979658877543991,high_surprisal
The fox story.txt,Ġmovement,12.332658536500665,high_surprisal
The fox story.txt,Ġe,12.01600936299957,high_surprisal
The fox story.txt,er,0.44344494869113366,high_surprisal
The fox story.txt,ily,0.002210379610898623,high_surprisal
The fox story.txt,Ġdeliberate,13.25795172006525,high_surprisal
The fox story.txt,.,0.7855314600715072,high_surprisal
